,county,year,unemployment
91750,"Buffalo County, NE",2018,2.4
91751,"Burt County, NE",2018,3.5
91752,"Butler County, NE",2018,2.4
91753,"Cass County, NE",2018,3.1
91754,"Cedar County, NE",2018,2.4
91755,"Chase County, NE",2018,2.2
91756,"Cherry County, NE",2018,2.2
91757,"Cheyenne County, NE",2018,2.9
91758,"Clay County, NE",2018,3.2
91759,"Colfax County, NE",2018,2.5
91760,"Cuming County, NE",2018,2.6
91761,"Custer County, NE",2018,2.2
91762,"Dakota County, NE",2018,3.7
91763,"Dawes County, NE",2018,2.7
91764,"Dawson County, NE",2018,2.9
91765,"Deuel County, NE",2018,3.0
91766,"Dixon County, NE",2018,3.2
91767,"Dodge County, NE",2018,2.9
91768,"Douglas County, NE",2018,3.2
91769,"Dundy County, NE",2018,2.3
91770,"Fillmore County, NE",2018,2.6
91771,"Franklin County, NE",2018,3.1
91772,"Frontier County, NE",2018,2.6
91773,"Furnas County, NE",2018,2.7
91774,"Gage County, NE",2018,3.3
91775,"Garden County, NE",2018,2.5
91776,"Garfield County, NE",2018,2.5
91777,"Gosper County, NE",2018,2.6
91778,"Grant County, NE",2018,2.6
91779,"Greeley County, NE",2018,2.7
91780,"Hall County, NE",2018,3.3
91781,"Hamilton County, NE",2018,2.6
91782,"Harlan County, NE",2018,2.4
91783,"Hayes County, NE",2018,2.2
91784,"Hitchcock County, NE",2018,3.5
91785,"Holt County, NE",2018,2.6
91786,"Hooker County, NE",2018,3.7
91787,"Howard County, NE",2018,3.1
91788,"Jefferson County, NE",2018,2.6
91789,"Johnson County, NE",2018,3.7
91790,"Kearney County, NE",2018,2.1
91791,"Keith County, NE",2018,3.1
91792,"Keya Paha County, NE",2018,2.2
91793,"Kimball County, NE",2018,2.8
91794,"Knox County, NE",2018,3.2
91795,"Lancaster County, NE",2018,2.7
91796,"Lincoln County, NE",2018,3.1
91797,"Logan County, NE",2018,3.0
91798,"Loup County, NE",2018,3.3
91799,"McPherson County, NE",2018,2.7
91800,"Madison County, NE",2018,2.6
91801,"Merrick County, NE",2018,2.9
91802,"Morrill County, NE",2018,2.8
91803,"Nance County, NE",2018,2.5
91804,"Nemaha County, NE",2018,3.5
91805,"Nuckolls County, NE",2018,2.8
91806,"Otoe County, NE",2018,3.0
91807,"Pawnee County, NE",2018,2.6
91808,"Perkins County, NE",2018,2.0
91809,"Phelps County, NE",2018,2.3
91810,"Pierce County, NE",2018,2.7
91811,"Platte County, NE",2018,2.8
91812,"Polk County, NE",2018,2.5
91813,"Red Willow County, NE",2018,2.5
91814,"Richardson County, NE",2018,3.1
91815,"Rock County, NE",2018,2.5
91816,"Saline County, NE",2018,3.1
91817,"Sarpy County, NE",2018,2.8
91818,"Saunders County, NE",2018,2.9
91819,"Scotts Bluff County, NE",2018,3.4
91820,"Seward County, NE",2018,2.7
91821,"Sheridan County, NE",2018,2.6
91822,"Sherman County, NE",2018,2.7
91823,"Sioux County, NE",2018,2.7
91824,"Stanton County, NE",2018,2.6
91825,"Thayer County, NE",2018,2.3
91826,"Thomas County, NE",2018,3.0
91827,"Thurston County, NE",2018,4.2
91828,"Valley County, NE",2018,3.0
91829,"Washington County, NE",2018,2.9
91830,"Wayne County, NE",2018,2.5
91831,"Webster County, NE",2018,2.9
91832,"Wheeler County, NE",2018,2.4
91833,"York County, NE",2018,2.6
91834,"Churchill County, NV",2018,3.8
91835,"Clark County, NV",2018,4.7
91836,"Douglas County, NV",2018,4.2
91837,"Elko County, NV",2018,3.1
91838,"Esmeralda County, NV",2018,5.0
91839,"Eureka County, NV",2018,2.6
91840,"Humboldt County, NV",2018,3.3
91841,"Lander County, NV",2018,3.5
91842,"Lincoln County, NV",2018,4.4
91843,"Lyon County, NV",2018,5.4
91844,"Mineral County, NV",2018,5.2
91845,"Nye County, NV",2018,5.6
91846,"Pershing County, NV",2018,4.0
91847,"Storey County, NV",2018,4.3
91848,"Washoe County, NV",2018,3.5
91849,"White Pine County, NV",2018,3.6
91850,"Carson City, NV",2018,4.6
91851,"Belknap County, NH",2018,2.6
91852,"Carroll County, NH",2018,2.6
91853,"Cheshire County, NH",2018,2.6
91854,"Coos County, NH",2018,3.2
91855,"Grafton County, NH",2018,2.1
91856,"Hillsborough County, NH",2018,2.7
91857,"Merrimack County, NH",2018,2.2
91858,"Rockingham County, NH",2018,2.8
91859,"Strafford County, NH",2018,2.3
91860,"Sullivan County, NH",2018,2.2
91861,"Atlantic County, NJ",2018,5.8
91862,"Bergen County, NJ",2018,3.4
91863,"Burlington County, NJ",2018,3.7
91864,"Camden County, NJ",2018,4.6
91865,"Cape May County, NJ",2018,8.4
91866,"Cumberland County, NJ",2018,6.4
91867,"Essex County, NJ",2018,5.1
91868,"Gloucester County, NJ",2018,4.2
91869,"Hudson County, NJ",2018,3.8
91870,"Hunterdon County, NJ",2018,3.2
91871,"Mercer County, NJ",2018,3.6
91872,"Middlesex County, NJ",2018,3.6
91873,"Monmouth County, NJ",2018,3.6
91874,"Morris County, NJ",2018,3.2
91875,"Ocean County, NJ",2018,4.2
91876,"Passaic County, NJ",2018,5.0
91877,"Salem County, NJ",2018,5.4
91878,"Somerset County, NJ",2018,3.4
91879,"Sussex County, NJ",2018,3.9
91880,"Union County, NJ",2018,4.3
91881,"Warren County, NJ",2018,3.8
91882,"Bernalillo County, NM",2018,4.5
91883,"Catron County, NM",2018,6.3
91884,"Chaves County, NM",2018,4.8
91885,"Cibola County, NM",2018,6.2
91886,"Colfax County, NM",2018,4.8
91887,"Curry County, NM",2018,4.0
91888,"De Baca County, NM",2018,4.5
91889,"Dona Ana County, NM",2018,5.6
91890,"Eddy County, NM",2018,3.3
91891,"Grant County, NM",2018,4.8
91892,"Guadalupe County, NM",2018,5.4
91893,"Harding County, NM",2018,5.1
91894,"Hidalgo County, NM",2018,3.7
91895,"Lea County, NM",2018,4.1
91896,"Lincoln County, NM",2018,4.5
91897,"Los Alamos County, NM",2018,3.4
91898,"Luna County, NM",2018,11.7
91899,"McKinley County, NM",2018,7.0
91900,"Mora County, NM",2018,6.0
91901,"Otero County, NM",2018,4.9
91902,"Quay County, NM",2018,4.7
91903,"Rio Arriba County, NM",2018,5.2
91904,"Roosevelt County, NM",2018,4.3
91905,"Sandoval County, NM",2018,4.9
91906,"San Juan County, NM",2018,5.7
91907,"San Miguel County, NM",2018,5.9
91908,"Santa Fe County, NM",2018,4.1
91909,"Sierra County, NM",2018,6.9
91910,"Socorro County, NM",2018,5.2
91911,"Taos County, NM",2018,6.4
91912,"Torrance County, NM",2018,7.5
91913,"Union County, NM",2018,3.3
91914,"Valencia County, NM",2018,5.4
91915,"Albany County, NY",2018,3.7
91916,"Allegany County, NY",2018,5.6
91917,"Bronx County, NY",2018,5.8
91918,"Broome County, NY",2018,4.9
91919,"Cattaraugus County, NY",2018,5.3
91920,"Cayuga County, NY",2018,4.5
91921,"Chautauqua County, NY",2018,5.0
91922,"Chemung County, NY",2018,4.6
91923,"Chenango County, NY",2018,4.7
91924,"Clinton County, NY",2018,4.4
91925,"Columbia County, NY",2018,3.3
91926,"Cortland County, NY",2018,5.1
91927,"Delaware County, NY",2018,4.8
91928,"Dutchess County, NY",2018,3.7
91929,"Erie County, NY",2018,4.4
91930,"Essex County, NY",2018,4.8
91931,"Franklin County, NY",2018,5.1
91932,"Fulton County, NY",2018,5.1
91933,"Genesee County, NY",2018,4.2
91934,"Greene County, NY",2018,4.6
91935,"Hamilton County, NY",2018,6.9
91936,"Herkimer County, NY",2018,4.9
91937,"Jefferson County, NY",2018,5.6
91938,"Kings County, NY",2018,4.3
91939,"Lewis County, NY",2018,5.6
91940,"Livingston County, NY",2018,4.3
91941,"Madison County, NY",2018,4.8
91942,"Monroe County, NY",2018,4.3
91943,"Montgomery County, NY",2018,5.2
91944,"Nassau County, NY",2018,3.5
91945,"New York County, NY",2018,3.7
91946,"Niagara County, NY",2018,5.2
91947,"Oneida County, NY",2018,4.5
91948,"Onondaga County, NY",2018,4.0
91949,"Ontario County, NY",2018,3.9
91950,"Orange County, NY",2018,3.9
91951,"Orleans County, NY",2018,5.0
91952,"Oswego County, NY",2018,5.5
91953,"Otsego County, NY",2018,4.4
91954,"Putnam County, NY",2018,3.7
91955,"Queens County, NY",2018,3.7
91956,"Rensselaer County, NY",2018,3.9
91957,"Richmond County, NY",2018,4.2
91958,"Rockland County, NY",2018,3.7
91959,"St. Lawrence County, NY",2018,5.6
91960,"Saratoga County, NY",2018,3.5
91961,"Schenectady County, NY",2018,4.0
91962,"Schoharie County, NY",2018,4.8
91963,"Schuyler County, NY",2018,5.1
91964,"Seneca County, NY",2018,3.9
91965,"Steuben County, NY",2018,4.9
91966,"Suffolk County, NY",2018,3.8
91967,"Sullivan County, NY",2018,4.1
91968,"Tioga County, NY",2018,4.4
91969,"Tompkins County, NY",2018,3.6
91970,"Ulster County, NY",2018,3.9
91971,"Warren County, NY",2018,4.7
91972,"Washington County, NY",2018,4.2
91973,"Wayne County, NY",2018,4.1
91974,"Westchester County, NY",2018,3.9
91975,"Wyoming County, NY",2018,4.6
91976,"Yates County, NY",2018,3.8
91977,"Alamance County, NC",2018,3.8
91978,"Alexander County, NC",2018,3.2
91979,"Alleghany County, NC",2018,4.6
91980,"Anson County, NC",2018,4.5
91981,"Ashe County, NC",2018,3.6
91982,"Avery County, NC",2018,3.7
91983,"Beaufort County, NC",2018,4.6
91984,"Bertie County, NC",2018,5.0
91985,"Bladen County, NC",2018,5.3
91986,"Brunswick County, NC",2018,5.3
91987,"Buncombe County, NC",2018,3.0
91988,"Burke County, NC",2018,3.6
91989,"Cabarrus County, NC",2018,3.6
91990,"Caldwell County, NC",2018,3.9
91991,"Camden County, NC",2018,3.8
91992,"Carteret County, NC",2018,4.4
91993,"Caswell County, NC",2018,4.4
91994,"Catawba County, NC",2018,3.6
91995,"Chatham County, NC",2018,3.4
91996,"Cherokee County, NC",2018,4.5
91997,"Chowan County, NC",2018,4.5
91998,"Clay County, NC",2018,4.4
91999,"Cleveland County, NC",2018,4.0
92000,"Columbus County, NC",2018,5.0
92001,"Craven County, NC",2018,4.3
92002,"Cumberland County, NC",2018,5.2
92003,"Currituck County, NC",2018,3.6
92004,"Dare County, NC",2018,5.2
92005,"Davidson County, NC",2018,3.7
92006,"Davie County, NC",2018,3.5
92007,"Duplin County, NC",2018,4.3
92008,"Durham County, NC",2018,3.6
92009,"Edgecombe County, NC",2018,6.9
92010,"Forsyth County, NC",2018,3.9
92011,"Franklin County, NC",2018,4.1
92012,"Gaston County, NC",2018,4.0
92013,"Gates County, NC",2018,4.0
92014,"Graham County, NC",2018,5.9
92015,"Granville County, NC",2018,3.4
92016,"Greene County, NC",2018,3.9
92017,"Guilford County, NC",2018,4.2
92018,"Halifax County, NC",2018,6.1
92019,"Harnett County, NC",2018,4.7
92020,"Haywood County, NC",2018,3.4
92021,"Henderson County, NC",2018,3.3
92022,"Hertford County, NC",2018,5.1
92023,"Hoke County, NC",2018,5.1
92024,"Hyde County, NC",2018,8.3
92025,"Iredell County, NC",2018,3.7
92026,"Jackson County, NC",2018,4.2
92027,"Johnston County, NC",2018,3.7
92028,"Jones County, NC",2018,4.2
92029,"Lee County, NC",2018,4.4
92030,"Lenoir County, NC",2018,4.0
92031,"Lincoln County, NC",2018,3.5
92032,"McDowell County, NC",2018,3.4
92033,"Macon County, NC",2018,4.0
92034,"Madison County, NC",2018,3.7
92035,"Martin County, NC",2018,5.0
92036,"Mecklenburg County, NC",2018,3.8
92037,"Mitchell County, NC",2018,4.5
92038,"Montgomery County, NC",2018,4.0
92039,"Moore County, NC",2018,3.9
92040,"Nash County, NC",2018,5.1
92041,"New Hanover County, NC",2018,3.8
92042,"Northampton County, NC",2018,5.1
92043,"Onslow County, NC",2018,4.9
92044,"Orange County, NC",2018,3.3
92045,"Pamlico County, NC",2018,4.2
92046,"Pasquotank County, NC",2018,4.8
92047,"Pender County, NC",2018,4.2
92048,"Perquimans County, NC",2018,4.9
92049,"Person County, NC",2018,4.2
92050,"Pitt County, NC",2018,4.3
92051,"Polk County, NC",2018,3.8
92052,"Randolph County, NC",2018,3.8
92053,"Richmond County, NC",2018,5.5
92054,"Robeson County, NC",2018,5.9
92055,"Rockingham County, NC",2018,4.6
92056,"Rowan County, NC",2018,4.0
92057,"Rutherford County, NC",2018,5.1
92058,"Sampson County, NC",2018,4.1
92059,"Scotland County, NC",2018,7.4
92060,"Stanly County, NC",2018,3.6
92061,"Stokes County, NC",2018,3.7
92062,"Surry County, NC",2018,3.5
92063,"Swain County, NC",2018,4.3
92064,"Transylvania County, NC",2018,3.8
92065,"Tyrrell County, NC",2018,6.3
92066,"Union County, NC",2018,3.5
92067,"Vance County, NC",2018,5.8
92068,"Wake County, NC",2018,3.4
92069,"Warren County, NC",2018,6.0
92070,"Washington County, NC",2018,6.0
92071,"Watauga County, NC",2018,3.5
92072,"Wayne County, NC",2018,4.3
92073,"Wilkes County, NC",2018,3.8
92074,"Wilson County, NC",2018,6.2
92075,"Yadkin County, NC",2018,3.4
92076,"Yancey County, NC",2018,3.6
92077,"Adams County, ND",2018,2.0
92078,"Barnes County, ND",2018,2.7
92079,"Benson County, ND",2018,3.8
92080,"Billings County, ND",2018,2.8
92081,"Bottineau County, ND",2018,3.3
92082,"Bowman County, ND",2018,1.8
92083,"Burke County, ND",2018,2.3
92084,"Burleigh County, ND",2018,2.6
92085,"Cass County, ND",2018,2.3
92086,"Cavalier County, ND",2018,2.6
92087,"Dickey County, ND",2018,1.8
92088,"Divide County, ND",2018,1.3
92089,"Dunn County, ND",2018,1.6
92090,"Eddy County, ND",2018,4.9
92091,"Emmons County, ND",2018,4.8
92092,"Foster County, ND",2018,2.6
92093,"Golden Valley County, ND",2018,1.9
92094,"Grand Forks County, ND",2018,2.2
92095,"Grant County, ND",2018,2.6
92096,"Griggs County, ND",2018,2.2
92097,"Hettinger County, ND",2018,2.0
92098,"Kidder County, ND",2018,4.4
92099,"LaMoure County, ND",2018,1.9
92100,"Logan County, ND",2018,2.5
92101,"McHenry County, ND",2018,3.9
92102,"McIntosh County, ND",2018,2.6
92103,"McKenzie County, ND",2018,1.7
92104,"McLean County, ND",2018,3.3
92105,"Mercer County, ND",2018,4.2
92106,"Morton County, ND",2018,3.2
92107,"Mountrail County, ND",2018,1.6
92108,"Nelson County, ND",2018,3.3
92109,"Oliver County, ND",2018,4.0
92110,"Pembina County, ND",2018,3.9
92111,"Pierce County, ND",2018,3.2
92112,"Ramsey County, ND",2018,2.8
92113,"Ransom County, ND",2018,1.9
92114,"Renville County, ND",2018,2.4
92115,"Richland County, ND",2018,2.6
92116,"Rolette County, ND",2018,9.3
92117,"Sargent County, ND",2018,1.9
92118,"Sheridan County, ND",2018,4.5
92119,"Sioux County, ND",2018,4.0
92120,"Slope County, ND",2018,2.3
92121,"Stark County, ND",2018,2.4
92122,"Steele County, ND",2018,2.0
92123,"Stutsman County, ND",2018,2.5
92124,"Towner County, ND",2018,2.5
92125,"Traill County, ND",2018,2.6
92126,"Walsh County, ND",2018,3.1
92127,"Ward County, ND",2018,2.8
92128,"Wells County, ND",2018,3.0
92129,"Williams County, ND",2018,2.0
92130,"Adams County, OH",2018,7.0
92131,"Allen County, OH",2018,4.5
92132,"Ashland County, OH",2018,4.6
92133,"Ashtabula County, OH",2018,5.2
92134,"Athens County, OH",2018,5.6
92135,"Auglaize County, OH",2018,3.3
92136,"Belmont County, OH",2018,5.5
92137,"Brown County, OH",2018,5.4
92138,"Butler County, OH",2018,4.1
92139,"Carroll County, OH",2018,5.3
92140,"Champaign County, OH",2018,3.8
92141,"Clark County, OH",2018,4.6
92142,"Clermont County, OH",2018,4.1
92143,"Clinton County, OH",2018,5.2
92144,"Columbiana County, OH",2018,5.1
92145,"Coshocton County, OH",2018,6.2
92146,"Crawford County, OH",2018,5.2
92147,"Cuyahoga County, OH",2018,4.8
92148,"Darke County, OH",2018,3.9
92149,"Defiance County, OH",2018,4.4
92150,"Delaware County, OH",2018,3.4
92151,"Erie County, OH",2018,5.6
92152,"Fairfield County, OH",2018,4.1
92153,"Fayette County, OH",2018,4.1
92154,"Franklin County, OH",2018,3.8
92155,"Fulton County, OH",2018,4.4
92156,"Gallia County, OH",2018,6.0
92157,"Geauga County, OH",2018,3.9
92158,"Greene County, OH",2018,4.0
92159,"Guernsey County, OH",2018,5.5
92160,"Hamilton County, OH",2018,4.1
92161,"Hancock County, OH",2018,3.4
92162,"Hardin County, OH",2018,4.4
92163,"Harrison County, OH",2018,5.2
92164,"Henry County, OH",2018,4.9
92165,"Highland County, OH",2018,5.5
92166,"Hocking County, OH",2018,5.1
92167,"Holmes County, OH",2018,3.3
92168,"Huron County, OH",2018,5.9
92169,"Jackson County, OH",2018,6.5
92170,"Jefferson County, OH",2018,6.3
92171,"Knox County, OH",2018,4.3
92172,"Lake County, OH",2018,4.3
92173,"Lawrence County, OH",2018,5.6
92174,"Licking County, OH",2018,4.0
92175,"Logan County, OH",2018,3.7
92176,"Lorain County, OH",2018,4.9
92177,"Lucas County, OH",2018,5.2
92178,"Madison County, OH",2018,3.8
92179,"Mahoning County, OH",2018,5.9
92180,"Marion County, OH",2018,4.4
92181,"Medina County, OH",2018,3.9
92182,"Meigs County, OH",2018,7.2
92183,"Mercer County, OH",2018,2.7
92184,"Miami County, OH",2018,3.9
92185,"Monroe County, OH",2018,7.7
92186,"Montgomery County, OH",2018,4.5
92187,"Morgan County, OH",2018,6.0
92188,"Morrow County, OH",2018,4.6
92189,"Muskingum County, OH",2018,5.3
92190,"Noble County, OH",2018,6.6
92191,"Ottawa County, OH",2018,6.3
92192,"Paulding County, OH",2018,4.1
92193,"Perry County, OH",2018,5.6
92194,"Pickaway County, OH",2018,4.3
92195,"Pike County, OH",2018,6.5
92196,"Portage County, OH",2018,4.5
92197,"Preble County, OH",2018,4.1
92198,"Putnam County, OH",2018,3.3
92199,"Richland County, OH",2018,4.9
92200,"Ross County, OH",2018,4.5
92201,"Sandusky County, OH",2018,4.5
92202,"Scioto County, OH",2018,6.7
92203,"Seneca County, OH",2018,4.4
92204,"Shelby County, OH",2018,3.7
92205,"Stark County, OH",2018,4.9
92206,"Summit County, OH",2018,4.6
92207,"Trumbull County, OH",2018,6.2
92208,"Tuscarawas County, OH",2018,4.5
92209,"Union County, OH",2018,3.5
92210,"Van Wert County, OH",2018,3.5
92211,"Vinton County, OH",2018,6.2
92212,"Warren County, OH",2018,3.8
92213,"Washington County, OH",2018,5.6
92214,"Wayne County, OH",2018,3.6
92215,"Williams County, OH",2018,3.6
92216,"Wood County, OH",2018,4.0
92217,"Wyandot County, OH",2018,3.2
92218,"Adair County, OK",2018,4.2
92219,"Alfalfa County, OK",2018,2.2
92220,"Atoka County, OK",2018,4.2
92221,"Beaver County, OK",2018,2.0
92222,"Beckham County, OK",2018,2.6
92223,"Blaine County, OK",2018,2.0
92224,"Bryan County, OK",2018,3.2
92225,"Caddo County, OK",2018,3.6
92226,"Canadian County, OK",2018,2.8
92227,"Carter County, OK",2018,3.5
92228,"Cherokee County, OK",2018,4.2
92229,"Choctaw County, OK",2018,5.0
92230,"Cimarron County, OK",2018,1.9
92231,"Cleveland County, OK",2018,2.9
92232,"Coal County, OK",2018,3.7
92233,"Comanche County, OK",2018,3.9
92234,"Cotton County, OK",2018,3.1
92235,"Craig County, OK",2018,3.5
92236,"Creek County, OK",2018,3.8
92237,"Custer County, OK",2018,2.4
92238,"Delaware County, OK",2018,4.0
92239,"Dewey County, OK",2018,1.9
92240,"Ellis County, OK",2018,2.2
92241,"Garfield County, OK",2018,3.1
92242,"Garvin County, OK",2018,3.3
92243,"Grady County, OK",2018,3.1
92244,"Grant County, OK",2018,2.1
92245,"Greer County, OK",2018,4.1
92246,"Harmon County, OK",2018,2.9
92247,"Harper County, OK",2018,2.3
92248,"Haskell County, OK",2018,5.1
92249,"Hughes County, OK",2018,4.2
92250,"Jackson County, OK",2018,3.0
92251,"Jefferson County, OK",2018,3.4
92252,"Johnston County, OK",2018,3.0
92253,"Kay County, OK",2018,4.7
92254,"Kingfisher County, OK",2018,2.1
92255,"Kiowa County, OK",2018,4.2
92256,"Latimer County, OK",2018,6.0
92257,"Le Flore County, OK",2018,4.6
92258,"Lincoln County, OK",2018,3.6
92259,"Logan County, OK",2018,3.1
92260,"Love County, OK",2018,2.2
92261,"McClain County, OK",2018,2.8
92262,"McCurtain County, OK",2018,5.5
92263,"McIntosh County, OK",2018,5.9
92264,"Major County, OK",2018,2.1
92265,"Marshall County, OK",2018,3.8
92266,"Mayes County, OK",2018,3.4
92267,"Murray County, OK",2018,2.9
92268,"Muskogee County, OK",2018,4.0
92269,"Noble County, OK",2018,2.6
92270,"Nowata County, OK",2018,4.2
92271,"Okfuskee County, OK",2018,4.8
92272,"Oklahoma County, OK",2018,3.3
92273,"Okmulgee County, OK",2018,5.0
92274,"Osage County, OK",2018,4.3
92275,"Ottawa County, OK",2018,3.5
92276,"Pawnee County, OK",2018,4.2
92277,"Payne County, OK",2018,3.0
92278,"Pittsburg County, OK",2018,3.9
92279,"Pontotoc County, OK",2018,3.1
92280,"Pottawatomie County, OK",2018,3.7
92281,"Pushmataha County, OK",2018,5.2
92282,"Roger Mills County, OK",2018,2.4
92283,"Rogers County, OK",2018,3.3
92284,"Seminole County, OK",2018,4.8
92285,"Sequoyah County, OK",2018,4.3
92286,"Stephens County, OK",2018,4.0
92287,"Texas County, OK",2018,2.7
92288,"Tillman County, OK",2018,3.7
92289,"Tulsa County, OK",2018,3.4
92290,"Wagoner County, OK",2018,3.3
92291,"Washington County, OK",2018,3.9
92292,"Washita County, OK",2018,3.1
92293,"Woods County, OK",2018,2.2
92294,"Woodward County, OK",2018,2.7
92295,"Baker County, OR",2018,5.3
92296,"Benton County, OR",2018,3.1
92297,"Clackamas County, OR",2018,3.7
92298,"Clatsop County, OR",2018,4.0
92299,"Columbia County, OR",2018,5.0
92300,"Coos County, OR",2018,5.3
92301,"Crook County, OR",2018,5.9
92302,"Curry County, OR",2018,6.0
92303,"Deschutes County, OR",2018,4.1
92304,"Douglas County, OR",2018,5.3
92305,"Gilliam County, OR",2018,3.8
92306,"Grant County, OR",2018,7.0
92307,"Harney County, OR",2018,5.9
92308,"Hood River County, OR",2018,3.3
92309,"Jackson County, OR",2018,4.7
92310,"Jefferson County, OR",2018,5.4
92311,"Josephine County, OR",2018,5.4
92312,"Klamath County, OR",2018,6.2
92313,"Lake County, OR",2018,5.5
92314,"Lane County, OR",2018,4.4
92315,"Lincoln County, OR",2018,4.8
92316,"Linn County, OR",2018,4.6
92317,"Malheur County, OR",2018,4.5
92318,"Marion County, OR",2018,4.2
92319,"Morrow County, OR",2018,4.2
92320,"Multnomah County, OR",2018,3.6
92321,"Polk County, OR",2018,4.3
92322,"Sherman County, OR",2018,4.0
92323,"Tillamook County, OR",2018,4.3
92324,"Umatilla County, OR",2018,4.9
92325,"Union County, OR",2018,5.3
92326,"Wallowa County, OR",2018,5.8
92327,"Wasco County, OR",2018,4.2
92328,"Washington County, OR",2018,3.4
92329,"Wheeler County, OR",2018,3.3
92330,"Yamhill County, OR",2018,3.7
92331,"Adams County, PA",2018,3.3
92332,"Allegheny County, PA",2018,4.0
92333,"Armstrong County, PA",2018,5.0
92334,"Beaver County, PA",2018,4.5
92335,"Bedford County, PA",2018,4.4
92336,"Berks County, PA",2018,4.1
92337,"Blair County, PA",2018,4.2
92338,"Bradford County, PA",2018,4.3
92339,"Bucks County, PA",2018,3.7
92340,"Butler County, PA",2018,3.8
92341,"Cambria County, PA",2018,5.1
92342,"Cameron County, PA",2018,4.9
92343,"Carbon County, PA",2018,5.0
92344,"Centre County, PA",2018,3.2
92345,"Chester County, PA",2018,3.1
92346,"Clarion County, PA",2018,4.8
92347,"Clearfield County, PA",2018,4.9
92348,"Clinton County, PA",2018,5.2
92349,"Columbia County, PA",2018,4.7
92350,"Crawford County, PA",2018,4.6
92351,"Cumberland County, PA",2018,3.3
92352,"Dauphin County, PA",2018,3.9
92353,"Delaware County, PA",2018,4.0
92354,"Elk County, PA",2018,3.8
92355,"Erie County, PA",2018,4.6
92356,"Fayette County, PA",2018,5.8
92357,"Forest County, PA",2018,6.2
92358,"Franklin County, PA",2018,3.7
92359,"Fulton County, PA",2018,3.9
92360,"Greene County, PA",2018,4.8
92361,"Huntingdon County, PA",2018,5.2
92362,"Indiana County, PA",2018,4.9
92363,"Jefferson County, PA",2018,4.6
92364,"Juniata County, PA",2018,4.0
92365,"Lackawanna County, PA",2018,4.5
92366,"Lancaster County, PA",2018,3.4
92367,"Lawrence County, PA",2018,5.0
92368,"Lebanon County, PA",2018,3.7
92369,"Lehigh County, PA",2018,4.6
92370,"Luzerne County, PA",2018,5.4
92371,"Lycoming County, PA",2018,4.7
92372,"McKean County, PA",2018,4.8
92373,"Mercer County, PA",2018,4.7
92374,"Mifflin County, PA",2018,4.6
92375,"Monroe County, PA",2018,5.3
92376,"Montgomery County, PA",2018,3.4
92377,"Montour County, PA",2018,3.4
92378,"Northampton County, PA",2018,4.4
92379,"Northumberland County, PA",2018,5.2
92380,"Perry County, PA",2018,3.7
92381,"Philadelphia County/city, PA",2018,5.5
92382,"Pike County, PA",2018,5.3
92383,"Potter County, PA",2018,5.3
92384,"Schuylkill County, PA",2018,5.1
92385,"Snyder County, PA",2018,3.9
92386,"Somerset County, PA",2018,5.0
92387,"Sullivan County, PA",2018,4.9
92388,"Susquehanna County, PA",2018,4.0
92389,"Tioga County, PA",2018,5.1
92390,"Union County, PA",2018,3.7
92391,"Venango County, PA",2018,4.9
92392,"Warren County, PA",2018,4.4
92393,"Washington County, PA",2018,4.3
92394,"Wayne County, PA",2018,4.7
92395,"Westmoreland County, PA",2018,4.4
92396,"Wyoming County, PA",2018,4.5
92397,"York County, PA",2018,3.8
92398,"Bristol County, RI",2018,3.4
92399,"Kent County, RI",2018,3.6
92400,"Newport County, RI",2018,3.5
92401,"Providence County, RI",2018,4.3
92402,"Washington County, RI",2018,3.5
92403,"Abbeville County, SC",2018,4.0
92404,"Aiken County, SC",2018,3.4
92405,"Allendale County, SC",2018,5.8
92406,"Anderson County, SC",2018,3.3
92407,"Bamberg County, SC",2018,6.5
92408,"Barnwell County, SC",2018,4.8
92409,"Beaufort County, SC",2018,3.3
92410,"Berkeley County, SC",2018,3.1
92411,"Calhoun County, SC",2018,4.3
92412,"Charleston County, SC",2018,2.8
92413,"Cherokee County, SC",2018,3.7
92414,"Chester County, SC",2018,4.9
92415,"Chesterfield County, SC",2018,3.3
92416,"Clarendon County, SC",2018,4.7
92417,"Colleton County, SC",2018,4.0
92418,"Darlington County, SC",2018,4.1
92419,"Dillon County, SC",2018,4.9
92420,"Dorchester County, SC",2018,3.0
92421,"Edgefield County, SC",2018,3.5
92422,"Fairfield County, SC",2018,6.3
92423,"Florence County, SC",2018,3.6
92424,"Georgetown County, SC",2018,4.6
92425,"Greenville County, SC",2018,2.9
92426,"Greenwood County, SC",2018,3.7
92427,"Hampton County, SC",2018,3.4
92428,"Horry County, SC",2018,4.3
92429,"Jasper County, SC",2018,3.0
92430,"Kershaw County, SC",2018,3.6
92431,"Lancaster County, SC",2018,3.8
92432,"Laurens County, SC",2018,3.6
92433,"Lee County, SC",2018,4.6
92434,"Lexington County, SC",2018,2.9
92435,"McCormick County, SC",2018,3.5
92436,"Marion County, SC",2018,5.6
92437,"Marlboro County, SC",2018,5.1
92438,"Newberry County, SC",2018,3.1
92439,"Oconee County, SC",2018,3.4
92440,"Orangeburg County, SC",2018,5.8
92441,"Pickens County, SC",2018,3.4
92442,"Richland County, SC",2018,3.5
92443,"Saluda County, SC",2018,3.1
92444,"Spartanburg County, SC",2018,3.1
92445,"Sumter County, SC",2018,4.1
92446,"Union County, SC",2018,4.2
