,county,year,unemployment
26737,"Butler County, KY",1998,6.3
26738,"Caldwell County, KY",1998,5.3
26739,"Calloway County, KY",1998,5.1
26740,"Campbell County, KY",1998,3.5
26741,"Carlisle County, KY",1998,5.1
26742,"Carroll County, KY",1998,5.3
26743,"Carter County, KY",1998,11.4
26744,"Casey County, KY",1998,8.8
26745,"Christian County, KY",1998,4.1
26746,"Clark County, KY",1998,3.4
26747,"Clay County, KY",1998,6.9
26748,"Clinton County, KY",1998,6.3
26749,"Crittenden County, KY",1998,6.5
26750,"Cumberland County, KY",1998,6.1
26751,"Daviess County, KY",1998,4.5
26752,"Edmonson County, KY",1998,6.9
26753,"Elliott County, KY",1998,13.9
26754,"Estill County, KY",1998,5.7
26755,"Fayette County, KY",1998,2.0
26756,"Fleming County, KY",1998,5.6
26757,"Floyd County, KY",1998,6.7
26758,"Franklin County, KY",1998,2.9
26759,"Fulton County, KY",1998,9.8
26760,"Gallatin County, KY",1998,3.9
26761,"Garrard County, KY",1998,2.7
26762,"Grant County, KY",1998,4.5
26763,"Graves County, KY",1998,5.7
26764,"Grayson County, KY",1998,6.0
26765,"Green County, KY",1998,17.5
26766,"Greenup County, KY",1998,6.0
26767,"Hancock County, KY",1998,5.6
26768,"Hardin County, KY",1998,5.0
26769,"Harlan County, KY",1998,12.2
26770,"Harrison County, KY",1998,4.1
26771,"Hart County, KY",1998,5.2
26772,"Henderson County, KY",1998,6.3
26773,"Henry County, KY",1998,4.4
26774,"Hickman County, KY",1998,5.1
26775,"Hopkins County, KY",1998,4.9
26776,"Jackson County, KY",1998,4.5
26777,"Jefferson County, KY",1998,3.6
26778,"Jessamine County, KY",1998,1.7
26779,"Johnson County, KY",1998,6.4
26780,"Kenton County, KY",1998,3.3
26781,"Knott County, KY",1998,6.3
26782,"Knox County, KY",1998,6.1
26783,"Larue County, KY",1998,4.1
26784,"Laurel County, KY",1998,5.3
26785,"Lawrence County, KY",1998,9.9
26786,"Lee County, KY",1998,6.1
26787,"Leslie County, KY",1998,5.7
26788,"Letcher County, KY",1998,7.5
26789,"Lewis County, KY",1998,12.0
26790,"Lincoln County, KY",1998,3.8
26791,"Livingston County, KY",1998,5.8
26792,"Logan County, KY",1998,3.7
26793,"Lyon County, KY",1998,5.7
26794,"McCracken County, KY",1998,4.4
26795,"McCreary County, KY",1998,8.4
26796,"McLean County, KY",1998,7.1
26797,"Madison County, KY",1998,2.5
26798,"Magoffin County, KY",1998,13.5
26799,"Marion County, KY",1998,6.2
26800,"Marshall County, KY",1998,6.2
26801,"Martin County, KY",1998,11.0
26802,"Mason County, KY",1998,3.1
26803,"Meade County, KY",1998,4.0
26804,"Menifee County, KY",1998,6.8
26805,"Mercer County, KY",1998,3.4
26806,"Metcalfe County, KY",1998,4.7
26807,"Monroe County, KY",1998,3.6
26808,"Montgomery County, KY",1998,4.2
26809,"Morgan County, KY",1998,8.3
26810,"Muhlenberg County, KY",1998,7.3
26811,"Nelson County, KY",1998,5.2
26812,"Nicholas County, KY",1998,3.8
26813,"Ohio County, KY",1998,7.4
26814,"Oldham County, KY",1998,1.9
26815,"Owen County, KY",1998,3.8
26816,"Owsley County, KY",1998,4.8
26817,"Pendleton County, KY",1998,3.7
26818,"Perry County, KY",1998,6.7
26819,"Pike County, KY",1998,6.5
26820,"Powell County, KY",1998,5.6
26821,"Pulaski County, KY",1998,5.8
26822,"Robertson County, KY",1998,4.3
26823,"Rockcastle County, KY",1998,4.7
26824,"Rowan County, KY",1998,3.7
26825,"Russell County, KY",1998,26.0
26826,"Scott County, KY",1998,2.1
26827,"Shelby County, KY",1998,2.2
26828,"Simpson County, KY",1998,3.3
26829,"Spencer County, KY",1998,3.0
26830,"Taylor County, KY",1998,23.0
26831,"Todd County, KY",1998,3.3
26832,"Trigg County, KY",1998,3.8
26833,"Trimble County, KY",1998,4.6
26834,"Union County, KY",1998,6.4
26835,"Warren County, KY",1998,4.3
26836,"Washington County, KY",1998,3.3
26837,"Wayne County, KY",1998,10.9
26838,"Webster County, KY",1998,5.8
26839,"Whitley County, KY",1998,5.6
26840,"Wolfe County, KY",1998,4.7
26841,"Woodford County, KY",1998,1.6
26842,"Acadia Parish, LA",1998,6.0
26843,"Allen Parish, LA",1998,6.8
26844,"Ascension Parish, LA",1998,4.8
26845,"Assumption Parish, LA",1998,5.5
26846,"Avoyelles Parish, LA",1998,7.2
26847,"Beauregard Parish, LA",1998,7.1
26848,"Bienville Parish, LA",1998,10.5
26849,"Bossier Parish, LA",1998,5.4
26850,"Caddo Parish, LA",1998,6.1
26851,"Calcasieu Parish, LA",1998,5.2
26852,"Caldwell Parish, LA",1998,8.5
26853,"Cameron Parish, LA",1998,4.1
26854,"Catahoula Parish, LA",1998,9.9
26855,"Claiborne Parish, LA",1998,7.9
26856,"Concordia Parish, LA",1998,14.5
26857,"De Soto Parish, LA",1998,7.0
26858,"East Baton Rouge Parish, LA",1998,4.1
26859,"East Carroll Parish, LA",1998,14.1
26860,"East Feliciana Parish, LA",1998,5.8
26861,"Evangeline Parish, LA",1998,5.3
26862,"Franklin Parish, LA",1998,10.7
26863,"Grant Parish, LA",1998,7.8
26864,"Iberia Parish, LA",1998,7.8
26865,"Iberville Parish, LA",1998,7.3
26866,"Jackson Parish, LA",1998,6.4
26867,"Jefferson Parish, LA",1998,4.7
26868,"Jefferson Davis Parish, LA",1998,6.1
26869,"Lafayette Parish, LA",1998,4.0
26870,"Lafourche Parish, LA",1998,3.1
26871,"LaSalle Parish, LA",1998,6.4
26872,"Lincoln Parish, LA",1998,2.7
26873,"Livingston Parish, LA",1998,5.1
26874,"Madison Parish, LA",1998,12.2
26875,"Morehouse Parish, LA",1998,11.7
26876,"Natchitoches Parish, LA",1998,6.1
26877,"Orleans Parish, LA",1998,6.9
26878,"Ouachita Parish, LA",1998,5.3
26879,"Plaquemines Parish, LA",1998,5.6
26880,"Pointe Coupee Parish, LA",1998,7.3
26881,"Rapides Parish, LA",1998,5.2
26882,"Red River Parish, LA",1998,13.1
26883,"Richland Parish, LA",1998,10.0
26884,"Sabine Parish, LA",1998,8.4
26885,"St. Bernard Parish, LA",1998,5.9
26886,"St. Charles Parish, LA",1998,5.3
26887,"St. Helena Parish, LA",1998,6.0
26888,"St. James Parish, LA",1998,7.8
26889,"St. John the Baptist Parish, LA",1998,7.4
26890,"St. Landry Parish, LA",1998,7.4
26891,"St. Martin Parish, LA",1998,7.0
26892,"St. Mary Parish, LA",1998,7.5
26893,"St. Tammany Parish, LA",1998,4.2
26894,"Tangipahoa Parish, LA",1998,7.8
26895,"Tensas Parish, LA",1998,8.0
26896,"Terrebonne Parish, LA",1998,3.4
26897,"Union Parish, LA",1998,5.3
26898,"Vermilion Parish, LA",1998,6.9
26899,"Vernon Parish, LA",1998,6.2
26900,"Washington Parish, LA",1998,7.7
26901,"Webster Parish, LA",1998,8.4
26902,"West Baton Rouge Parish, LA",1998,4.8
26903,"West Carroll Parish, LA",1998,13.1
26904,"West Feliciana Parish, LA",1998,5.5
26905,"Winn Parish, LA",1998,6.6
26906,"Androscoggin County, ME",1998,4.9
26907,"Aroostook County, ME",1998,7.1
26908,"Cumberland County, ME",1998,2.5
26909,"Franklin County, ME",1998,6.9
26910,"Hancock County, ME",1998,5.1
26911,"Kennebec County, ME",1998,5.4
26912,"Knox County, ME",1998,3.4
26913,"Lincoln County, ME",1998,3.4
26914,"Oxford County, ME",1998,6.1
26915,"Penobscot County, ME",1998,4.6
26916,"Piscataquis County, ME",1998,6.6
26917,"Sagadahoc County, ME",1998,3.2
26918,"Somerset County, ME",1998,7.7
26919,"Waldo County, ME",1998,5.2
26920,"Washington County, ME",1998,9.6
26921,"York County, ME",1998,3.2
26922,"Allegany County, MD",1998,8.7
26923,"Anne Arundel County, MD",1998,3.4
26924,"Baltimore County, MD",1998,4.6
26925,"Calvert County, MD",1998,3.5
26926,"Caroline County, MD",1998,4.3
26927,"Carroll County, MD",1998,3.1
26928,"Cecil County, MD",1998,6.6
26929,"Charles County, MD",1998,3.1
26930,"Dorchester County, MD",1998,9.5
26931,"Frederick County, MD",1998,2.8
26932,"Garrett County, MD",1998,10.6
26933,"Harford County, MD",1998,4.4
26934,"Howard County, MD",1998,2.4
26935,"Kent County, MD",1998,5.9
26936,"Montgomery County, MD",1998,2.3
26937,"Prince George's County, MD",1998,4.3
26938,"Queen Anne's County, MD",1998,3.7
26939,"St. Mary's County, MD",1998,3.8
26940,"Somerset County, MD",1998,9.2
26941,"Talbot County, MD",1998,3.8
26942,"Washington County, MD",1998,4.2
26943,"Wicomico County, MD",1998,5.3
26944,"Worcester County, MD",1998,10.0
26945,"Baltimore city, MD",1998,8.9
26946,"Barnstable County, MA",1998,4.9
26947,"Berkshire County, MA",1998,3.9
26948,"Bristol County, MA",1998,4.9
26949,"Dukes County, MA",1998,4.0
26950,"Essex County, MA",1998,3.6
26951,"Franklin County, MA",1998,3.2
26952,"Hampden County, MA",1998,4.2
26953,"Hampshire County, MA",1998,2.7
26954,"Middlesex County, MA",1998,2.4
26955,"Nantucket County/town, MA",1998,1.7
26956,"Norfolk County, MA",1998,2.5
26957,"Plymouth County, MA",1998,3.5
26958,"Suffolk County, MA",1998,3.5
26959,"Worcester County, MA",1998,3.4
26960,"Alcona County, MI",1998,6.6
26961,"Alger County, MI",1998,5.0
26962,"Allegan County, MI",1998,2.6
26963,"Alpena County, MI",1998,6.5
26964,"Antrim County, MI",1998,5.7
26965,"Arenac County, MI",1998,6.9
26966,"Baraga County, MI",1998,6.4
26967,"Barry County, MI",1998,2.8
26968,"Bay County, MI",1998,4.4
26969,"Benzie County, MI",1998,5.5
26970,"Berrien County, MI",1998,4.1
26971,"Branch County, MI",1998,3.4
26972,"Calhoun County, MI",1998,3.6
26973,"Cass County, MI",1998,3.3
26974,"Charlevoix County, MI",1998,4.7
26975,"Cheboygan County, MI",1998,9.7
26976,"Chippewa County, MI",1998,7.5
26977,"Clare County, MI",1998,7.2
26978,"Clinton County, MI",1998,2.8
26979,"Crawford County, MI",1998,5.6
26980,"Delta County, MI",1998,6.0
26981,"Dickinson County, MI",1998,4.5
26982,"Eaton County, MI",1998,2.8
26983,"Emmet County, MI",1998,6.9
26984,"Genesee County, MI",1998,5.3
26985,"Gladwin County, MI",1998,7.3
26986,"Gogebic County, MI",1998,7.1
26987,"Grand Traverse County, MI",1998,3.4
26988,"Gratiot County, MI",1998,4.7
26989,"Hillsdale County, MI",1998,3.1
26990,"Houghton County, MI",1998,5.0
26991,"Huron County, MI",1998,3.9
26992,"Ingham County, MI",1998,3.0
26993,"Ionia County, MI",1998,4.3
26994,"Iosco County, MI",1998,6.6
26995,"Iron County, MI",1998,5.9
26996,"Isabella County, MI",1998,2.8
26997,"Jackson County, MI",1998,3.4
26998,"Kalamazoo County, MI",1998,2.5
26999,"Kalkaska County, MI",1998,6.1
27000,"Kent County, MI",1998,2.7
27001,"Keweenaw County, MI",1998,8.8
27002,"Lake County, MI",1998,7.4
27003,"Lapeer County, MI",1998,5.0
27004,"Leelanau County, MI",1998,3.1
27005,"Lenawee County, MI",1998,2.9
27006,"Livingston County, MI",1998,2.6
27007,"Luce County, MI",1998,7.4
27008,"Mackinac County, MI",1998,9.0
27009,"Macomb County, MI",1998,3.7
27010,"Manistee County, MI",1998,6.3
27011,"Marquette County, MI",1998,4.7
27012,"Mason County, MI",1998,6.0
27013,"Mecosta County, MI",1998,3.7
27014,"Menominee County, MI",1998,5.0
27015,"Midland County, MI",1998,2.8
27016,"Missaukee County, MI",1998,5.7
27017,"Monroe County, MI",1998,2.9
27018,"Montcalm County, MI",1998,5.4
27019,"Montmorency County, MI",1998,10.8
27020,"Muskegon County, MI",1998,4.0
27021,"Newaygo County, MI",1998,6.6
27022,"Oakland County, MI",1998,2.9
27023,"Oceana County, MI",1998,6.8
27024,"Ogemaw County, MI",1998,6.7
27025,"Ontonagon County, MI",1998,7.9
27026,"Osceola County, MI",1998,5.6
27027,"Oscoda County, MI",1998,7.3
27028,"Otsego County, MI",1998,4.1
27029,"Ottawa County, MI",1998,2.3
27030,"Presque Isle County, MI",1998,10.3
27031,"Roscommon County, MI",1998,7.0
27032,"Saginaw County, MI",1998,4.2
27033,"St. Clair County, MI",1998,5.2
27034,"St. Joseph County, MI",1998,3.1
27035,"Sanilac County, MI",1998,5.0
27036,"Schoolcraft County, MI",1998,8.9
27037,"Shiawassee County, MI",1998,4.7
27038,"Tuscola County, MI",1998,4.8
27039,"Van Buren County, MI",1998,4.1
27040,"Washtenaw County, MI",1998,1.7
27041,"Wayne County, MI",1998,4.9
27042,"Wexford County, MI",1998,7.5
27043,"Aitkin County, MN",1998,8.0
27044,"Anoka County, MN",1998,2.0
27045,"Becker County, MN",1998,5.9
27046,"Beltrami County, MN",1998,4.8
27047,"Benton County, MN",1998,3.4
27048,"Big Stone County, MN",1998,3.7
27049,"Blue Earth County, MN",1998,2.1
27050,"Brown County, MN",1998,3.9
27051,"Carlton County, MN",1998,4.8
27052,"Carver County, MN",1998,1.9
27053,"Cass County, MN",1998,5.9
27054,"Chippewa County, MN",1998,4.2
27055,"Chisago County, MN",1998,3.1
27056,"Clay County, MN",1998,2.2
27057,"Clearwater County, MN",1998,11.4
27058,"Cook County, MN",1998,4.0
27059,"Cottonwood County, MN",1998,5.3
27060,"Crow Wing County, MN",1998,4.8
27061,"Dakota County, MN",1998,1.9
27062,"Dodge County, MN",1998,3.4
27063,"Douglas County, MN",1998,3.2
27064,"Faribault County, MN",1998,3.7
27065,"Fillmore County, MN",1998,3.2
27066,"Freeborn County, MN",1998,2.5
27067,"Goodhue County, MN",1998,2.6
27068,"Grant County, MN",1998,5.0
27069,"Hennepin County, MN",1998,2.0
27070,"Houston County, MN",1998,2.7
27071,"Hubbard County, MN",1998,5.2
27072,"Isanti County, MN",1998,3.2
27073,"Itasca County, MN",1998,6.9
27074,"Jackson County, MN",1998,3.2
27075,"Kanabec County, MN",1998,6.3
27076,"Kandiyohi County, MN",1998,3.0
27077,"Kittson County, MN",1998,5.8
27078,"Koochiching County, MN",1998,7.1
27079,"Lac qui Parle County, MN",1998,2.9
27080,"Lake County, MN",1998,4.2
27081,"Lake of the Woods County, MN",1998,4.1
27082,"Le Sueur County, MN",1998,3.3
27083,"Lincoln County, MN",1998,3.3
27084,"Lyon County, MN",1998,2.7
27085,"McLeod County, MN",1998,2.9
27086,"Mahnomen County, MN",1998,8.8
27087,"Marshall County, MN",1998,9.4
27088,"Martin County, MN",1998,3.3
27089,"Meeker County, MN",1998,5.1
27090,"Mille Lacs County, MN",1998,6.5
27091,"Morrison County, MN",1998,5.8
27092,"Mower County, MN",1998,2.1
27093,"Murray County, MN",1998,4.4
27094,"Nicollet County, MN",1998,1.7
27095,"Nobles County, MN",1998,4.3
27096,"Norman County, MN",1998,5.3
27097,"Olmsted County, MN",1998,1.7
27098,"Otter Tail County, MN",1998,4.2
27099,"Pennington County, MN",1998,4.7
27100,"Pine County, MN",1998,6.3
27101,"Pipestone County, MN",1998,2.7
27102,"Polk County, MN",1998,3.6
27103,"Pope County, MN",1998,3.2
27104,"Ramsey County, MN",1998,2.2
27105,"Red Lake County, MN",1998,8.6
27106,"Redwood County, MN",1998,2.8
27107,"Renville County, MN",1998,4.5
27108,"Rice County, MN",1998,2.9
27109,"Rock County, MN",1998,3.7
27110,"Roseau County, MN",1998,3.9
27111,"St. Louis County, MN",1998,4.1
27112,"Scott County, MN",1998,2.2
27113,"Sherburne County, MN",1998,2.7
27114,"Sibley County, MN",1998,4.1
27115,"Stearns County, MN",1998,3.1
27116,"Steele County, MN",1998,2.3
27117,"Stevens County, MN",1998,2.6
27118,"Swift County, MN",1998,3.1
27119,"Todd County, MN",1998,5.5
27120,"Traverse County, MN",1998,4.1
27121,"Wabasha County, MN",1998,2.6
27122,"Wadena County, MN",1998,5.0
27123,"Waseca County, MN",1998,2.9
27124,"Washington County, MN",1998,1.8
27125,"Watonwan County, MN",1998,2.9
27126,"Wilkin County, MN",1998,2.1
27127,"Winona County, MN",1998,2.3
27128,"Wright County, MN",1998,2.8
27129,"Yellow Medicine County, MN",1998,3.6
27130,"Adams County, MS",1998,8.2
27131,"Alcorn County, MS",1998,6.7
27132,"Amite County, MS",1998,4.2
27133,"Attala County, MS",1998,8.9
27134,"Benton County, MS",1998,5.9
27135,"Bolivar County, MS",1998,8.6
27136,"Calhoun County, MS",1998,6.1
27137,"Carroll County, MS",1998,5.4
27138,"Chickasaw County, MS",1998,8.9
27139,"Choctaw County, MS",1998,6.6
27140,"Claiborne County, MS",1998,10.5
27141,"Clarke County, MS",1998,5.6
27142,"Clay County, MS",1998,8.9
27143,"Coahoma County, MS",1998,10.2
27144,"Copiah County, MS",1998,7.7
27145,"Covington County, MS",1998,5.8
27146,"DeSoto County, MS",1998,2.8
27147,"Forrest County, MS",1998,3.5
27148,"Franklin County, MS",1998,7.4
27149,"George County, MS",1998,7.4
27150,"Greene County, MS",1998,7.2
27151,"Grenada County, MS",1998,5.7
27152,"Hancock County, MS",1998,3.6
27153,"Harrison County, MS",1998,3.8
27154,"Hinds County, MS",1998,4.0
27155,"Holmes County, MS",1998,11.1
27156,"Humphreys County, MS",1998,10.8
27157,"Issaquena County, MS",1998,13.2
27158,"Itawamba County, MS",1998,5.3
27159,"Jackson County, MS",1998,3.8
27160,"Jasper County, MS",1998,5.0
27161,"Jefferson County, MS",1998,16.4
27162,"Jefferson Davis County, MS",1998,10.4
27163,"Jones County, MS",1998,3.3
27164,"Kemper County, MS",1998,9.2
27165,"Lafayette County, MS",1998,1.9
27166,"Lamar County, MS",1998,2.7
27167,"Lauderdale County, MS",1998,5.6
27168,"Lawrence County, MS",1998,5.6
27169,"Leake County, MS",1998,4.8
27170,"Lee County, MS",1998,4.1
27171,"Leflore County, MS",1998,8.9
27172,"Lincoln County, MS",1998,4.9
27173,"Lowndes County, MS",1998,7.5
27174,"Madison County, MS",1998,3.1
27175,"Marion County, MS",1998,5.9
27176,"Marshall County, MS",1998,5.7
27177,"Monroe County, MS",1998,10.2
27178,"Montgomery County, MS",1998,6.2
27179,"Neshoba County, MS",1998,3.7
27180,"Newton County, MS",1998,5.2
27181,"Noxubee County, MS",1998,10.1
27182,"Oktibbeha County, MS",1998,2.6
27183,"Panola County, MS",1998,8.4
27184,"Pearl River County, MS",1998,4.1
27185,"Perry County, MS",1998,6.8
27186,"Pike County, MS",1998,4.8
27187,"Pontotoc County, MS",1998,3.8
27188,"Prentiss County, MS",1998,7.3
27189,"Quitman County, MS",1998,10.6
27190,"Rankin County, MS",1998,2.2
27191,"Scott County, MS",1998,4.2
27192,"Sharkey County, MS",1998,12.9
27193,"Simpson County, MS",1998,9.6
27194,"Smith County, MS",1998,3.7
27195,"Stone County, MS",1998,4.9
27196,"Sunflower County, MS",1998,11.6
27197,"Tallahatchie County, MS",1998,12.2
27198,"Tate County, MS",1998,4.3
27199,"Tippah County, MS",1998,6.2
27200,"Tishomingo County, MS",1998,11.1
27201,"Tunica County, MS",1998,7.5
27202,"Union County, MS",1998,3.7
27203,"Walthall County, MS",1998,6.0
27204,"Warren County, MS",1998,4.9
27205,"Washington County, MS",1998,9.1
27206,"Wayne County, MS",1998,6.6
27207,"Webster County, MS",1998,4.5
27208,"Wilkinson County, MS",1998,10.1
27209,"Winston County, MS",1998,7.4
27210,"Yalobusha County, MS",1998,5.8
27211,"Yazoo County, MS",1998,8.0
27212,"Adair County, MO",1998,2.5
27213,"Andrew County, MO",1998,3.7
27214,"Atchison County, MO",1998,2.2
27215,"Audrain County, MO",1998,3.4
27216,"Barry County, MO",1998,4.8
27217,"Barton County, MO",1998,3.0
27218,"Bates County, MO",1998,5.7
27219,"Benton County, MO",1998,6.6
27220,"Bollinger County, MO",1998,5.6
27221,"Boone County, MO",1998,1.5
27222,"Buchanan County, MO",1998,4.9
27223,"Butler County, MO",1998,4.8
27224,"Caldwell County, MO",1998,7.4
27225,"Callaway County, MO",1998,3.6
27226,"Camden County, MO",1998,5.4
27227,"Cape Girardeau County, MO",1998,3.5
27228,"Carroll County, MO",1998,5.2
27229,"Carter County, MO",1998,5.3
27230,"Cass County, MO",1998,3.1
27231,"Cedar County, MO",1998,4.4
27232,"Chariton County, MO",1998,5.4
27233,"Christian County, MO",1998,3.5
27234,"Clark County, MO",1998,5.7
27235,"Clay County, MO",1998,2.7
27236,"Clinton County, MO",1998,3.8
27237,"Cole County, MO",1998,2.4
27238,"Cooper County, MO",1998,3.9
27239,"Crawford County, MO",1998,6.4
27240,"Dade County, MO",1998,4.9
27241,"Dallas County, MO",1998,4.8
27242,"Daviess County, MO",1998,4.6
27243,"DeKalb County, MO",1998,3.9
27244,"Dent County, MO",1998,6.0
27245,"Douglas County, MO",1998,7.4
27246,"Dunklin County, MO",1998,6.6
27247,"Franklin County, MO",1998,4.5
27248,"Gasconade County, MO",1998,4.1
27249,"Gentry County, MO",1998,3.0
27250,"Greene County, MO",1998,3.0
27251,"Grundy County, MO",1998,3.9
27252,"Harrison County, MO",1998,3.1
27253,"Henry County, MO",1998,4.6
